debug3PMRHZ:debug32DL2L,initialized,0,,1763102630766
debug3PMRHZ:debug32DL2L,window_resize,0,"[1024, 700]",1763102630766
debug6XLZ8P:debugBRB5OC,initialized,0,,1763103338066
debug6XLZ8P:debugBRB5OC,window_resize,0,"[1024, 700]",1763103338066
debugCB1GUR:debug433LQO,initialized,0,,1763103586519
debugCB1GUR:debug433LQO,window_resize,0,"[1024, 700]",1763103586519
debugXWKO9V:debugBOQURM,initialized,0,,1763354285945
debugXWKO9V:debugBOQURM,window_resize,0,"[1024, 700]",1763354285945
debugFZAHDV:debugWGQ7T8,initialized,0,,1763357635353
debugFZAHDV:debugWGQ7T8,window_resize,0,"[1024, 700]",1763357635353
debugY45PKN:debugSP25UF,initialized,0,,1763358345828
debugY45PKN:debugSP25UF,window_resize,1,"[1024, 700]",1763358345829
debugRASWGV:debugIX4A54,initialized,0,,1763358527391
debugRASWGV:debugIX4A54,window_resize,0,"[1024, 700]",1763358527391
debugDP0VO0:debugRUDDXD,initialized,0,,1763358899617
debugDP0VO0:debugRUDDXD,window_resize,0,"[1024, 700]",1763358899617
debugYLXJ0D:debugN31WWO,initialized,0,,1763359013123
debugYLXJ0D:debugN31WWO,window_resize,1,"[1024, 700]",1763359013124
debugM6046J:debug0ZW18F,initialized,0,,1763507531478
debugM6046J:debug0ZW18F,window_resize,0,"[1024, 700]",1763507531478
debugM6046J:debug0ZW18F,focus,468104,off,1763507999582
debugM6046J:debug0ZW18F,focus,1955,on,1763508001537
debugM6046J:debug0ZW18F,focus,0,on,1763508001537
debug1WL1TK:debug6T5TCH,initialized,0,,1763509288920
debug1WL1TK:debug6T5TCH,window_resize,0,"[1024, 700]",1763509288920
debug1WL1TK:debug6T5TCH,focus,90930,off,1763509379850
debug1WL1TK:debug6T5TCH,focus,2179,on,1763509382029
debug1WL1TK:debug6T5TCH,focus,1347,off,1763509383376
debug1WL1TK:debug6T5TCH,focus,233,on,1763509383609
debug1WL1TK:debug6T5TCH,focus,968,off,1763509384577
debug1WL1TK:debug6T5TCH,focus,1547,on,1763509386124
debug1WL1TK:debug6T5TCH,window_resize,201,"[640, 710]",1763509386325
debug1WL1TK:debug6T5TCH,focus,4502,off,1763509390827
debug1WL1TK:debug6T5TCH,focus,61046,on,1763509451873
debug1WL1TK:debug6T5TCH,focus,30525,off,1763509482398
debug1WL1TK:debug6T5TCH,focus,38073,on,1763509520471
debug2T65LC:debugXBSC7U,initialized,0,,1763509830399
debug2T65LC:debugXBSC7U,window_resize,0,"[1024, 700]",1763509830399
debugJU28RL:debug01HL9E,initialized,0,,1763510467680
debugJU28RL:debug01HL9E,window_resize,0,"[1024, 700]",1763510467680
debugTugt2:debugPVHe3,initialized,0,,1763661711612
debugTugt2:debugPVHe3,window_resize,1,"[1280, 709]",1763661711613
debugTugt2:debugPVHe3,focus,355723,off,1763662067336
debugTugt2:debugPVHe3,window_resize,220,"[1048, 709]",1763662067556
debugTugt2:debugPVHe3,focus,9530,on,1763662077086
debugTugt2:debugPVHe3,focus,105921,off,1763662183007
debugTugt2:debugPVHe3,window_resize,474,"[1000, 493]",1763662183481
debugTugt2:debugPVHe3,focus,1091,on,1763662184572
debugTugt2:debugPVHe3,window_resize,322,"[1280, 709]",1763662184894
debugTugt2:debugPVHe3,focus,75703,off,1763662260597
debugTugt2:debugPVHe3,window_resize,517,"[976, 468]",1763662261114
debugTugt2:debugPVHe3,focus,573,on,1763662261687
